,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
116,Berlin,Berlin,483,Master's degree,International Marketing Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3621/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
117,Berlin,Berlin,504,Master's degree,International Master's in Project Management & Data Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4667/,HTW Berlin ,Berlin,"4.000,00",English,4 semesters,Winter semester,,,
118,Berlin,Berlin,508,Master's degree,International Master's Programme in Computational Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3885/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
119,Berlin,Berlin,510,Master's degree,International Master's Programme in Geodesy and Geoinformation Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6084/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
120,Berlin,Berlin,538,Master's degree,International Relations and Cultural Diplomacy,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5447/,Furtwangen University ,Berlin,"3.000,00",English,4 semesters,"Winter semester, Summer semester",,,
121,Berlin,Berlin,539,Master's degree,International Security Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6312/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,4 semesters,Summer semester,,,
122,Berlin,Berlin,572,Master's degree,MA British Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3703/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
123,Berlin,Berlin,581,Master's degree,MA Interior Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6164/,Berlin International University of Applied Sciences ,Berlin,varied,English,4 semesters,Winter semester,,,
124,Berlin,Berlin,585,Master's degree,MA Iranian Studies: Iran in Antiquity and Late Antiquity,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6233/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
125,Berlin,Berlin,609,Master's degree,Marketing Management (German/English),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4733/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,"German, English",3 semesters,Winter semester,,,
126,Berlin,Berlin,625,Master's degree,Master in Business Administration | MBA,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6504/,Berlin International University of Applied Sciences ,Berlin,varied,English,4 semesters,Winter semester,,,
127,Berlin,Berlin,627,Master's degree,Master in Economics and Management Science (MEMS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6083/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
128,Berlin,Berlin,636,Master's degree,Master in International Business (MIB),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3705/,HTW Berlin ,Berlin,none,English,3 semesters,Summer semester,,,
129,Berlin,Berlin,656,Master's degree,Master of Architecture Typology (M-ARCH-T),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5410/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
130,Berlin,Berlin,658,Master's degree,Master of Arts (MA) in Interdisciplinary Latin American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3890/,Freie Universität Berlin ,Berlin,none,"German, Spanish, Other teaching language, English",4 semesters,Winter semester,,,
131,Berlin,Berlin,686,Master's degree,Master of Arts in North American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3606/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
132,Berlin,Berlin,687,Master's degree,Master of Arts in Open Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4602/,Humboldt-Universität zu Berlin ,Berlin,"1.800,00",English,4 semesters,Summer semester,,,
133,Berlin,Berlin,689,Master's degree,Master of Arts in Political Economy of European Integration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5515/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
134,Berlin,Berlin,692,Master's degree,Master of Arts in Sustainability in Fashion and Creative Industries,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5618/,Hochschule Fresenius - University of Applied Sciences ,Berlin,"4.350,00",English,3 semesters,Winter semester,,,
135,Berlin,Berlin,695,Master's degree,Master of Arts Psychology with a Clinical Focus,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4681/,International Psychoanalytic University Berlin ,Berlin,"5.900,00",English,4 semesters,Winter semester,,,
136,Berlin,Berlin,698,Master's degree,Master of Arts: Sociology – European Societies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4081/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
137,Berlin,Berlin,704,Master's degree,Master of Business Administration (MBA) Renewables,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4296/,Beuth University of Applied Sciences Berlin ,Berlin,"3.200,00",English,5 semesters,Winter semester,Online,,
138,Berlin,Berlin,706,Master's degree,Master of Business Administration and Engineering (MBA&E),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3800/,HTW Berlin ,Berlin,"4.167,00",English,3 semesters,Winter semester,,,
139,Berlin,Berlin,713,Master's degree,"Master of European and International Business, Competition and Regulatory Law (MBL-FU)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6880/,Freie Universität Berlin ,Berlin,"4.750,00",English,2 semesters,Winter semester,,,
140,Berlin,Berlin,718,Master's degree,Master of Global History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4422/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
141,Berlin,Berlin,721,Master's degree,Master of International Affairs (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4475/,Hertie School ,Berlin,"8.625,00",English,4 semesters,Winter semester,,,
142,Berlin,Berlin,722,Master's degree,Master of International and Development Economics (MIDE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3797/,HTW Berlin ,Berlin,,English,3 semesters,Summer semester,,,
143,Berlin,Berlin,744,Master's degree,Master of Public Policy (MPP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4063/,Hertie School ,Berlin,"8.625,00",English,4 semesters,Winter semester,,,
144,Berlin,Berlin,759,Master's degree,Master of Science in Biochemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4609/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
145,Berlin,Berlin,760,Master's degree,Master of Science in Bioinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4724/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
146,Berlin,Berlin,765,Master's degree,Master of Science in Business Administration,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6100/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
147,Berlin,Berlin,771,Master's degree,Master of Science in Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3706/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
148,Berlin,Berlin,783,Master's degree,Master of Science in Computational Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7055/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
149,Berlin,Berlin,792,Master's degree,Master of Science in Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7066/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
150,Berlin,Berlin,806,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6323/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
151,Berlin,Berlin,873,Master's degree,Master of Science in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4154/,Freie Universität Berlin ,Berlin,none,English,4 semesters,"Winter semester, Summer semester",,,
152,Berlin,Berlin,915,Master's degree,Master of Space Engineering (MSE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5510/,Technische Universität Berlin ,Berlin,"5.498,00",English,4 semesters,Summer semester,,,
153,Berlin,Berlin,917,Master's degree,Master of Urban Design,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4532/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
154,Berlin,Berlin,918,Master's degree,Master of Urban Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3798/,Technische Universität Berlin ,Berlin,"3.667,00",English,3 semesters,Winter semester,,,
155,Berlin,Berlin,919,Master's degree,Master Stage Design - Scenography,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4363/,Technische Universität Berlin ,Berlin,"2.200,00","German, English",4 semesters,Winter semester,,,
156,Berlin,Berlin,926,Master's degree,Master's in Business Management – Digital Business Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6994/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,"3.700,00",English,4 semesters,Winter semester,Online,,
157,Berlin,Berlin,927,Master's degree,Master's in Construction and Real Estate Management (ConREM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3814/,HTW Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
158,Berlin,Berlin,931,Master's degree,Master's in Environmental Planning,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6895/,Technische Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
159,Berlin,Berlin,945,Master's degree,Master's in Management (MIM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4464/,ESMT Berlin ,Berlin,"7.375,00",English,4 semesters,Winter semester,,,
160,Berlin,Berlin,951,Master's degree,Master's in Mind and Brain,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4451/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
161,Berlin,Berlin,996,Master's degree,MBA & Engineering in Life Science Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4673/,HTW Berlin ,Berlin,,English,3 semesters,Winter semester,,,
162,Berlin,Berlin,999,Master's degree,MBA General Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4648/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
163,Berlin,Berlin,1009,Master's degree,MBA International Healthcare Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4638/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
164,Berlin,Berlin,1010,Master's degree,MBA International Human Resource Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7072/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
165,Berlin,Berlin,1013,Master's degree,MBA Marketing Intelligence,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7071/,SRH Berlin University of Applied Sciences ,Berlin,"7.200,00",English,3 semesters,"Winter semester, Summer semester",,,
