,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
351,Master's degree,German as a Second Language / German as a Foreign Language,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7125/,University of Hildesheim Foundation ,Hildesheim,none,German,4 semesters,"Winter semester, Summer semester",,,
352,Master's degree,German as a Second Language / German as a Foreign Language – Deutsch als Zweitsprache / Deutsch als Fremdsprache,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6970/,University of Education Freiburg ,Freiburg im Breisgau,"1.500,00",German,4 semesters,Winter semester,,,
353,Master's degree,German Language and Literature (binational),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5511/,University of Kassel ,Kassel,none,German,4 semesters,"Winter semester, Summer semester",,,
354,Master's degree,German-French Double Degree Master's Programme in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4533/,Freie Universität Berlin ,Berlin,none,"English, French",4 semesters,Winter semester,,,
355,Master's degree,German-French Master's and Doctoral Programme in History - Deutsch-französisches Master- und Doktorandenprogramm in Geschichtswissenschaften,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4067/,Universität Heidelberg ,Heidelberg,varied,"German, French",4 semesters,Winter semester,,,
356,Master's degree,German-French Master's Programme in Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6888/,Saarland University ,Saarbrücken,none,"German, English, French",4 semesters,Winter semester,,,
357,Master's degree,German-Italian Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3657/,University of Bonn ,Bonn,none,"German, Italian",4 semesters,"Winter semester, Summer semester",,,
358,Master's degree,German/International/European Law,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3597/,Kiel University ,Kiel,none,"German, English",2 semesters,Winter semester,,,
359,Master's degree,GeT MA - German-Turkish Master's Programme in Social Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3915/,Humboldt-Universität zu Berlin ,Berlin,"2.500,00",English,4 semesters,Winter semester,,,
360,Master's degree,GGNB Molecular Biology — International Max Planck Research School (MSc/PhD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3672/,University of Göttingen ,Göttingen,none,English,2 semesters,Winter semester,,,
361,Master's degree,GGNB Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3601/,University of Göttingen ,Göttingen,none,English,2 semesters,Winter semester,,,
362,Master's degree,Global Business (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6142/,University of Göttingen ,Göttingen,none,"German, English",4 semesters,Winter semester,,,
363,Master's degree,Global Change Ecology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3658/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
364,Master's degree,Global Change Management (GCM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3820/,University for Sustainable Development Eberswalde ,Eberswalde,none,English,4 semesters,Winter semester,,,
365,Master's degree,Global Communication: Politics and Society,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5408/,University of Erfurt ,Erfurt,none,English,4 semesters,Winter semester,,,
366,Master's degree,"Global Food, Nutrition and Health",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6928/,University of Bayreuth ,Kulmbach,none,English,4 semesters,"Winter semester, Summer semester",,,
367,Master's degree,Global History,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6929/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
368,Master's degree,Global Logistics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6281/,Frankfurt University of Applied Sciences ,Frankfurt am Main,none,English,3 semesters,Winter semester,,,
369,Master's degree,Global Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4473/,Hof University of Applied Sciences ,Hof,none,English,3 semesters,"Winter semester, Summer semester",,,
370,Master's degree,"Global Management and Digital Competencies (Master of Science, MSc)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3775/,Reutlingen University ,Reutlingen,varied,English,3 semesters,Winter semester,,,
371,Master's degree,Global Political Economy and Development (MA GPED),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3639/,University of Kassel ,Kassel,none,English,4 semesters,Winter semester,,,
372,Master's degree,Global Production Engineering (GPE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3704/,Technische Universität Berlin ,Berlin,"3.875,00",English,4 semesters,Winter semester,,,
373,Master's degree,Global Software Development (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3686/,Fulda University of Applied Sciences ,Fulda,none,English,3 semesters,"Winter semester, Summer semester",,,
374,Master's degree,Global Studies – Peace and Security in Africa,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7053/,Leipzig University ,Leipzig,"1.800,00",English,4 semesters,Winter semester,,,
375,Master's degree,Global Supply Chain and Operations Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4744/,Hochschule für Wirtschaft und Recht Berlin ,Berlin,none,English,3 semesters,Winter semester,,,
376,Master's degree,Global Trade Management Master of Arts,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4064/,Worms University of Applied Sciences ,Worms,none,English,4 semesters,"Winter semester, Summer semester",,,
377,Master's degree,Graduate School of Cellular & Molecular Neuroscience,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3916/,University of Tübingen ,Tübingen,"1.500,00",English,4 semesters,Winter semester,,,
378,Master's degree,Graduate School of Neural & Behavioural Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3901/,University of Tübingen ,Tübingen,"1.500,00",English,4 semesters,Winter semester,,,
379,Master's degree,Graduate School of Neural Information Processing,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4195/,University of Tübingen ,Tübingen,"1.500,00",English,4 semesters,Winter semester,,,
380,Master's degree,Göttingen Master's Programme in Physics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4690/,University of Göttingen ,Göttingen,none,English,4 semesters,"Winter semester, Summer semester",,,
381,Master's degree,Health Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5455/,University of Cologne ,Köln,none,"German, English",4 semesters,Winter semester,,,
382,Master's degree,Health Sciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4161/,Hamburg University of Applied Sciences ,Hamburg,none,"English, German",4 semesters,Winter semester,,,
383,Master's degree,Heritage Conservation and Site Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4450/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
384,Master's degree,High Integrity Systems (HIS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3903/,Frankfurt University of Applied Sciences ,Frankfurt am Main,none,English,4 semesters,"Winter semester, Summer semester",,,
385,Master's degree,History & Economics (Master of Arts),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4768/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
386,Master's degree,History and Culture of the Baltic Sea Region,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6189/,University of Greifswald ,Greifswald,none,English,4 semesters,"Winter semester, Summer semester",,,
387,Master's degree,History of Global Markets (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6147/,University of Göttingen ,Göttingen,none,English,5 semesters,"Winter semester, Summer semester",,,
388,Master's degree,"History, Economics and Philosophy of Science / Interdisciplinary Studies of Science, Master of Arts",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6390/,Bielefeld University ,Bielefeld,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
389,Master's degree,"History, Philosophy and Culture of Science (HPS+) MA",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7022/,Ruhr-Universität Bochum ,Bochum,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
390,Master's degree,Hospitality Management and Leadership (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5563/,SRH Berlin University of Applied Sciences ,Dresden,"4.080,00",English,4 semesters,"Winter semester, Summer semester",,,
391,Master's degree,Human Computer Interaction (HCI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4686/,University of Siegen ,Siegen,none,English,4 semesters,"Winter semester, Summer semester",,,
392,Master's degree,"Human Geography: Globalisation, Media, and Culture",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6178/,Johannes Gutenberg University Mainz ,Mainz,none,English,4 semesters,Winter semester,,,
393,Master's degree,"Human Rights Studies in Politics, Law and Society",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4885/,Fulda University of Applied Sciences ,Fulda,none,"German, English",4 semesters,Winter semester,,,
394,Master's degree,Human-Computer Interaction (HCI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4660/,Bauhaus-Universität Weimar ,Weimar,none,English,4 semesters,"Winter semester, Summer semester",,,
395,Master's degree,Hydro Science and Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3816/,Technische Universität Dresden ,Dresden,none,English,4 semesters,Winter semester,,,
396,Master's degree,IBSA Dual Degree Master's Programme: Master of Business Administration – Six Business Specialisations,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3812/,Bremen University of Applied Sciences ,Bremen,,English,2 semesters,Winter semester,,,
